,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
20397,30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,32, United-States,<=50K
14053,39, ?, 11th, Never-married, ?, Not-in-family, Black, Female,40, United-States,<=50K
4628,29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
8036,53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States,>50K
14369,27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, Puerto-Rico,<=50K
22603,20, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,40, United-States,<=50K
23386,30, Private, Bachelors, Never-married, Sales, Own-child, White, Female,65, United-States,<=50K
5323,31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
11252,26, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,44, Philippines,<=50K
3991,19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,15, United-States,<=50K
10409,39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
24644,34, ?, 12th, Separated, ?, Unmarried, Black, Female,40, United-States,<=50K
5927,22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,30, United-States,<=50K
30163,36, ?, Assoc-voc, Divorced, ?, Own-child, White, Male,50, United-States,<=50K
21838,21, Private, Some-college, Never-married, Sales, Own-child, White, Female,55, United-States,<=50K
16491,25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
4501,40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,<=50K
2308,53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
9382,32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,54, United-States,<=50K
20639,38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,>50K
16786,22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
32260,39, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,>50K
15677,48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,<=50K
27258,26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,48, United-States,<=50K
26288,24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,30, United-States,<=50K
26755,23, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,40, United-States,<=50K
25224,32, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,40, United-States,<=50K
735,35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
1143,40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,37, United-States,<=50K
2299,25, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
19763,33, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,48, United-States,>50K
30832,43, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States,<=50K
27798,44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,42, United-States,<=50K
28141,41, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,48, United-States,<=50K
32252,37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,50, United-States,<=50K
14028,43, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,45, United-States,<=50K
19314,29, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
32151,23, Private, 12th, Never-married, Sales, Own-child, White, Female,25, United-States,<=50K
12580,65, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,34, United-States,<=50K
32001,51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,80, United-States,>50K
2976,34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,35, United-States,<=50K
19594,44, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Own-child, White, Male,40, United-States,<=50K
9255,34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,45, United-States,<=50K
25256,58, Private, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,40, United-States,<=50K
24900,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,72, Canada,>50K
28629,61, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States,>50K
25717,34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,90, United-States,<=50K
26015,31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,25, United-States,<=50K
3840,29, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
11207,65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
22980,33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States,<=50K
8456,26, Private, HS-grad, Separated, Tech-support, Own-child, White, Female,40, United-States,<=50K
18436,33, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,40, United-States,<=50K
11411,21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,30, United-States,<=50K
20786,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
20779,27, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
31239,51, Private, 10th, Separated, Machine-op-inspct, Unmarried, Black, Female,40, United-States,<=50K
30310,39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
27328,31, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,<=50K
16618,23, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,6, United-States,<=50K
27870,19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,50, United-States,<=50K
28952,42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
1283,21, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,10, United-States,<=50K
12886,27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States,<=50K
6079,23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,30, United-States,<=50K
31089,23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,30, ?,<=50K
13761,36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States,<=50K
12738,29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,18, United-States,<=50K
8385,60, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,40, United-States,<=50K
23688,25, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
7501,51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States,<=50K
18382,35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,25, United-States,<=50K
2343,21, Private, 11th, Never-married, Other-service, Unmarried, Black, Female,40, United-States,<=50K
7394,20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,<=50K
1748,27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States,<=50K
8522,79, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,6, United-States,<=50K
28442,33, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,59, Mexico,<=50K
5815,45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,<=50K
30276,28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,40, ?,<=50K
7947,17, Private, 10th, Never-married, Tech-support, Own-child, White, Male,10, United-States,<=50K
32040,42, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,60, United-States,<=50K
7174,28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States,<=50K
1444,56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,60, United-States,>50K
5284,44, Private, Some-college, Never-married, Sales, Own-child, White, Male,50, United-States,<=50K
5333,35, Private, 11th, Divorced, Handlers-cleaners, Other-relative, White, Male,40, United-States,<=50K
27314,51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
8838,18, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,16, United-States,<=50K
30980,55, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, United-States,>50K
13838,22, State-gov, Some-college, Never-married, Tech-support, Own-child, White, Female,10, United-States,<=50K
6133,46, Federal-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,40, United-States,<=50K
18174,30, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
11882,39, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
24435,52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
14847,51, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,55, United-States,>50K
7086,19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,20, United-States,<=50K
30115,46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,40, United-States,>50K
4099,47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,<=50K
20612,18, ?, HS-grad, Never-married, ?, Other-relative, White, Male,40, United-States,<=50K
11783,27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,34, United-States,<=50K
18361,24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,35, El-Salvador,<=50K
1002,38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,>50K
23728,44, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
31104,47, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,>50K
1763,28, Private, 10th, Never-married, Machine-op-inspct, Own-child, Black, Male,45, United-States,<=50K
19044,23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,25, United-States,<=50K
15704,25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
2146,18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,40, United-States,<=50K
31589,26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,<=50K
24149,21, ?, Some-college, Never-married, ?, Own-child, White, Male,20, United-States,<=50K
21941,24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,39, United-States,<=50K
25590,21, State-gov, Some-college, Never-married, Tech-support, Own-child, White, Male,10, United-States,<=50K
5385,61, Private, 9th, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, Puerto-Rico,>50K
28355,21, Private, Some-college, Never-married, Sales, Other-relative, White, Male,40, United-States,<=50K
506,19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,8, United-States,<=50K
2306,42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
4721,60, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,8, United-States,>50K
14755,20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,20, United-States,<=50K
21953,23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,40, United-States,<=50K
23462,28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
22989,52, Federal-gov, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
17864,25, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,60, Mexico,<=50K
9069,34, State-gov, 12th, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States,<=50K
1402,50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
13777,61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,20, United-States,>50K
21885,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, United-States,>50K
14277,42, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
24721,45, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,35, United-States,<=50K
32478,21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,40, United-States,<=50K
4404,47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
16247,36, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,38, United-States,<=50K
14942,51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,>50K
26297,46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,>50K
20160,36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
2459,31, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Own-child, White, Male,20, United-States,<=50K
7401,35, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,40, United-States,<=50K
28492,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, United-States,<=50K
20348,23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
5053,57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
17612,60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
2140,54, Local-gov, Masters, Widowed, Prof-specialty, Unmarried, White, Female,38, United-States,<=50K
6888,17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,20, United-States,<=50K
172,51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
25298,41, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,10, United-States,<=50K
26725,56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States,>50K
4691,56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,30, Canada,<=50K
12035,65, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,<=50K
1123,36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,<=50K
8866,57, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,40, United-States,<=50K
15363,32, Private, 5th-6th, Married-civ-spouse, Other-service, Other-relative, White, Male,40, United-States,<=50K
26587,67, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female,20, United-States,<=50K
22425,26, Private, 12th, Married-civ-spouse, Priv-house-serv, Wife, Other, Female,40, Dominican-Republic,<=50K
9996,25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,8, United-States,<=50K
17707,58, Private, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,35, Poland,<=50K
6355,36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,44, United-States,<=50K
27964,30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,40, United-States,<=50K
5047,26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
1039,34, ?, 11th, Married-civ-spouse, ?, Wife, White, Female,8, United-States,<=50K
22876,58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Philippines,<=50K
13339,23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
11374,44, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,38, Peru,<=50K
12255,47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
25203,17, Private, 12th, Never-married, Sales, Own-child, White, Female,6, United-States,<=50K
4467,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
25085,46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,<=50K
26082,43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,<=50K
169,66, Local-gov, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Female,20, United-States,<=50K
14474,32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,>50K
245,56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,35, ?,<=50K
22821,29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
21414,40, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
15013,26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,50, United-States,<=50K
15370,39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,>50K
16903,40, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,48, United-States,>50K
22414,43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
2887,19, Federal-gov, HS-grad, Married-AF-spouse, Sales, Wife, White, Female,40, United-States,<=50K
505,24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,40, United-States,<=50K
17599,55, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,50, Germany,<=50K
20544,21, ?, Some-college, Never-married, ?, Own-child, White, Male,70, United-States,<=50K
2808,41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,30, United-States,<=50K
5075,36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,40, United-States,>50K
26884,34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
1893,34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,>50K
22240,37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,15, United-States,<=50K
15987,18, Private, 10th, Never-married, Other-service, Other-relative, White, Female,40, United-States,<=50K
25169,19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,20, United-States,<=50K
23377,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
19400,61, Self-emp-inc, Some-college, Widowed, Sales, Not-in-family, White, Female,20, United-States,<=50K
15839,25, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Poland,>50K
4567,32, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
5969,32, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Black, Male,40, United-States,<=50K
15931,22, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, ?,<=50K
7879,51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
22854,37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
13905,47, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,>50K
12646,28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,<=50K
19297,33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
30337,49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,>50K
22751,26, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,20, United-States,<=50K
30004,18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,12, United-States,<=50K
11436,25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
6472,54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,<=50K
11912,45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
26923,51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
4800,29, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Mexico,<=50K
28536,38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,>50K
2247,64, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
29632,51, Self-emp-inc, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
5389,42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,12, United-States,<=50K
20871,63, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,41, United-States,<=50K
30447,66, State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,35, United-States,<=50K
24970,53, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,<=50K
31851,42, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Unmarried, White, Male,40, United-States,>50K
4340,28, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
31086,53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,<=50K
24246,70, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,12, United-States,<=50K
14329,64, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States,<=50K
6925,45, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,>50K
9406,21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,16, United-States,<=50K
11840,54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,<=50K
16146,19, ?, Some-college, Never-married, ?, Own-child, White, Female,20, United-States,<=50K
8595,38, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,40, United-States,<=50K
350,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
28046,32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
21979,38, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,40, Mexico,<=50K
9346,27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,50, United-States,<=50K
9115,38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
30824,34, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,55, United-States,>50K
12655,36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, ?,>50K
24783,28, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,40, Jamaica,<=50K
18226,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,32, United-States,<=50K
14194,34, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,35, China,>50K
11158,18, ?, 12th, Never-married, ?, Own-child, White, Female,24, United-States,<=50K
6912,31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,<=50K
20135,38, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,>50K
1066,35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,80, United-States,>50K
27375,43, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States,<=50K
19056,42, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,38, United-States,<=50K
8107,45, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,42, United-States,<=50K
32118,22, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,40, United-States,<=50K
22374,46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
25823,31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
3974,41, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,38, United-States,<=50K
934,37, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44, United-States,>50K
31905,18, Private, 12th, Never-married, Other-service, Own-child, White, Male,30, United-States,<=50K
19584,64, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, Canada,<=50K
21774,22, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,<=50K
17872,41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,<=50K
10233,33, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,26, South,<=50K
10639,62, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
5427,29, State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,36, United-States,<=50K
30887,35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,40, United-States,<=50K
9928,33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
13949,66, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,40, United-States,>50K
4298,25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States,<=50K
10500,39, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
27443,19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,20, United-States,<=50K
15830,53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States,>50K
32299,49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Columbia,<=50K
4276,23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,45, United-States,<=50K
14892,29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,60, United-States,<=50K
17275,55, Private, 10th, Widowed, Transport-moving, Not-in-family, Black, Female,35, United-States,<=50K
7199,48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,37, United-States,>50K
28337,44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,>50K
21615,25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States,<=50K
16106,48, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,44, United-States,<=50K
6338,34, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,40, United-States,<=50K
5194,38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Cuba,>50K
24566,22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,20, United-States,<=50K
21815,22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States,<=50K
11607,38, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
19170,52, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,40, United-States,<=50K
18230,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,70, United-States,<=50K
15107,42, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,35, United-States,<=50K
18561,26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,<=50K
14745,33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,<=50K
